rs, RPA, ALDA, Dyn. LDA, MCP07 static, MCP07 k=0, MCP07, QV,  QV-MCP07 TD, QV-MCP07 TDC
2.20000000000000      , -5.957432028342501E-002 , -3.181298023003587E-002 , -4.321558203816798E-002 , -4.350196055239760E-002 , -4.907798099590260E-002 , -4.507650316289374E-002 , -4.314220323965579E-002 , -4.458775963637019E-002 , -4.631366935907277E-002
2.30000000000000      , -5.856804202226469E-002 , -3.086394785571040E-002 , -4.229404960359434E-002 , -4.253346925863058E-002 , -4.811708290818527E-002 , -4.409900878316349E-002 , -4.218861733837315E-002 , -4.361152893156107E-002 , -4.530082639431843E-002
2.40000000000000      , -5.761259651168901E-002 , -2.996250354983147E-002 , -4.141820520422875E-002 , -4.161490403315619E-002 , -4.720489761524727E-002 , -4.317145680354446E-002 , -4.128291550177454E-002 , -4.268521953828466E-002 , -4.433949010756981E-002
2.50000000000000      , -5.670361214269351E-002 , -2.910450252532249E-002 , -4.058405543843235E-002 , -4.074194796826244E-002 , -4.633720137422585E-002 , -4.228953782946226E-002 , -4.042096581449263E-002 , -4.180452323381957E-002 , -4.342529952375743E-002
2.60000000000000      , -5.583726145438529E-002 , -2.828632472745872E-002 , -3.978812377333435E-002 , -3.991082140257140E-002 , -4.551030474769682E-002 , -4.144948035653920E-002 , -3.959914952005350E-002 , -4.096567054484875E-002 , -4.255442674375638E-002
2.70000000000000      , -5.501009835820007E-002 , -2.750471379720009E-002 , -3.902728875324681E-002 , -3.911812039982834E-002 , -4.472089001241325E-002 , -4.064788877814075E-002 , -3.881420298814532E-002 , -4.016526890338332E-002 , -4.172341693447017E-002
2.80000000000000      , -5.421917859536911E-002 , -2.675689908439870E-002 , -3.829890538943245E-002 , -3.836093830956121E-002 , -4.396613184741293E-002 , -3.988186457118920E-002 , -3.806334345898179E-002 , -3.940042343832794E-002 , -4.092931141925666E-002
2.90000000000000      , -5.346162742479579E-002 , -2.604016476749857E-002 , -3.760037379416069E-002 , -3.763643443788425E-002 , -4.324326530823969E-002 , -3.914857465213564E-002 , -3.734383879001089E-002 , -3.866830478626565E-002 , -4.016921669538198E-002
3.00000000000000      , -5.273520228782710E-002 , -2.535241373107529E-002 , -3.692970281719856E-002 , -3.694239745908170E-002 , -4.255014880475493E-002 , -3.844581461227173E-002 , -3.665357376262494E-002 , -3.796671256300408E-002 , -3.944086860708848E-002
3.10000000000000      , -5.203771994951702E-002 , -2.469159556077128E-002 , -3.628493816614759E-002 , -3.627667291374153E-002 , -4.188469153615691E-002 , -3.777143628372081E-002 , -3.599047833176260E-002 , -3.729350146016223E-002 , -3.874206004507862E-002
3.20000000000000      , -5.136809977717135E-002 , -2.405570172893643E-002 , -3.566474966464021E-002 , -3.563780101133344E-002 , -4.124570127584472E-002 , -3.712404838639091E-002 , -3.535356587950299E-002 , -3.664761808832492E-002 , -3.807167726042004E-002
3.30000000000000      , -5.072168474874580E-002 , -2.344235100437265E-002 , -3.506544917192635E-002 , -3.502206435905503E-002 , -4.062895568193119E-002 , -3.649975844147788E-002 , -3.473829870452885E-002 , -3.602446460647177E-002 , -3.742506452389804E-002
3.40000000000000      , -5.009986500929599E-002 , -2.285189063518176E-002 , -3.448826862839025E-002 , -3.443033903360711E-002 , -4.003574656371211E-002 , -3.589958465921542E-002 , -3.414612455227428E-002 , -3.542543452074442E-002 , -3.680356041556167E-002
3.50000000000000      , -4.950005960923932E-002 , -2.228095113205902E-002 , -3.393032797580083E-002 , -3.385978425551673E-002 , -3.946337891640998E-002 , -3.532069267725799E-002 , -3.357454734866312E-002 , -3.484798375501386E-002 , -3.620456743607783E-002
3.60000000000000      , -4.892125785252525E-002 , -2.173046362416321E-002 , -3.339152013144871E-002 , -3.331011352922745E-002 , -3.891122515279382E-002 , -3.476271307309386E-002 , -3.302262768127125E-002 , -3.429112734141563E-002 , -3.562705121062465E-002
3.70000000000000      , -4.836187078688905E-002 , -2.119713003613322E-002 , -3.286970848086501E-002 , -3.277906314133180E-002 , -3.837745702076507E-002 , -3.422347486305564E-002 , -3.248884100997881E-002 , -3.375329980808459E-002 , -3.506939880006926E-002
3.80000000000000      , -4.781963852890050E-002 , -2.068048244056614E-002 , -3.236334743615124E-002 , -3.226507749983931E-002 , -3.786012898866307E-002 , -3.370132919469822E-002 , -3.197098564147897E-002 , -3.323226282072775E-002 , -3.452932635420797E-002
3.90000000000000      , -4.729583299396724E-002 , -2.018019528823601E-002 , -3.187326185733397E-002 , -3.176877449424087E-002 , -3.736030961266604E-002 , -3.319699301140044E-002 , -3.147038877946805E-002 , -3.272930763730485E-002 , -3.400808360521064E-002
4.00000000000000      , -4.682467218889766E-002 , -1.972465018781702E-002 , -3.143218569462970E-002 , -3.131753256837061E-002 , -3.691038298297587E-002 , -3.274314149937887E-002 , -3.101919458780639E-002 , -3.227654611077427E-002 , -3.353774238103622E-002
4.10000000000000      , -4.629841967379461E-002 , -1.922716942346859E-002 , -3.093830365960831E-002 , -3.082556555128591E-002 , -3.640877382000580E-002 , -3.223787807889129E-002 , -3.051609994428540E-002 , -3.177264517793472E-002 , -3.301693151080420E-002
4.20000000000000      , -4.582122996993110E-002 , -1.877089628250941E-002 , -3.049004138875237E-002 , -3.037506105709353E-002 , -3.595355103654899E-002 , -3.177952184550457E-002 , -3.005891392654844E-002 , -3.131538474019175E-002 , -3.254339642505431E-002
4.30000000000000      , -4.535921450875152E-002 , -1.832806084761905E-002 , -3.005513727160065E-002 , -2.993911961400213E-002 , -3.551273706694089E-002 , -3.133583435093027E-002 , -2.961592107354058E-002 , -3.087302328644336E-002 , -3.208536180123674E-002
4.40000000000000      , -4.490869181951396E-002 , -1.789573689046294E-002 , -2.963035103522802E-002 , -2.951429171079545E-002 , -3.508282524519368E-002 , -3.090337236775002E-002 , -2.918347212672754E-002 , -3.044188474301364E-002 , -3.163912121470672E-002
4.50000000000000      , -4.447262693604535E-002 , -1.747765246625063E-002 , -2.921880249267246E-002 , -2.910393760995217E-002 , -3.466687700398159E-002 , -3.048537725729791E-002 , -2.876458369277031E-002 , -3.002496323227232E-002 , -3.120763863997772E-002
4.60000000000000      , -4.404786775701529E-002 , -1.706933820398240E-002 , -2.881706674510170E-002 , -2.870431531182053E-002 , -3.426159889817083E-002 , -3.007822756484746E-002 , -2.835613284563152E-002 , -2.961911177654247E-002 , -3.078774022069061E-002
4.70000000000000      , -4.363472673731982E-002 , -1.667241838785982E-002 , -2.842593735881053E-002 , -2.831624888330700E-002 , -3.386751613333732E-002 , -2.968268605346130E-002 , -2.795845953860253E-002 , -2.922465013125182E-002 , -3.037971914765920E-002
4.80000000000000      , -4.323272820921212E-002 , -1.628519950072397E-002 , -2.804448163178168E-002 , -2.793880968278837E-002 , -3.348396161896020E-002 , -2.929787457685194E-002 , -2.757112107101956E-002 , -2.884111339811599E-002 , -2.998308696290039E-002
4.90000000000000      , -4.284088521953842E-002 , -1.590737192993531E-002 , -2.767209242066973E-002 , -2.757124083060362E-002 , -3.311010268596560E-002 , -2.892301508796319E-002 , -2.719316011172934E-002 , -2.846752566433827E-002 , -2.959684429872267E-002
5.00000000000000      , -4.245913758788083E-002 , -1.553947761982772E-002 , -2.730891817356206E-002 , -2.721373174190864E-002 , -3.274597626844226E-002 , -2.855825616860869E-002 , -2.682454579813839E-002 , -2.810383648483116E-002 , -2.922091964672157E-002
5.10000000000000      , -4.208701712777441E-002 , -1.517991616763159E-002 , -2.695408194850811E-002 , -2.686538264730940E-002 , -3.239094045274670E-002 , -2.820275481696204E-002 , -2.646483539488905E-002 , -2.774958518950138E-002 , -2.885483199754160E-002
5.20000000000000      , -4.172277740349845E-002 , -1.482754558839972E-002 , -2.660616639393720E-002 , -2.652464632697470E-002 , -3.204338117320060E-002 , -2.785495355758423E-002 , -2.611230442257487E-002 , -2.740303075885800E-002 , -2.849682099242229E-002
5.30000000000000      , -4.136966835023475E-002 , -1.448620561903020E-002 , -2.626864816439755E-002 , -2.619502670976081E-002 , -3.170665334595555E-002 , -2.751829658404345E-002 , -2.577023616687953E-002 , -2.706743872321907E-002 , -2.815013490035867E-002
5.40000000000000      , -4.102387639180893E-002 , -1.415099245004450E-002 , -2.593727193833156E-002 , -2.587228935902901E-002 , -3.137675674435044E-002 , -2.718862396758625E-002 , -2.543482927194871E-002 , -2.673899290146808E-002 , -2.781094008058485E-002
5.50000000000000      , -4.068623049868036E-002 , -1.382333218460379E-002 , -2.561319793109388E-002 , -2.555747938974516E-002 , -3.105465674000285E-002 , -2.686694336348640E-002 , -2.510694216881681E-002 , -2.641853559602456E-002 , -2.748006335758592E-002
5.60000000000000      , -4.035632848861748E-002 , -1.350282379405089E-002 , -2.529605327187480E-002 , -2.525018122644767E-002 , -3.073996137351612E-002 , -2.655285373033011E-002 , -2.478618807510958E-002 , -2.610566584298817E-002 , -2.715708858806468E-002
5.70000000000000      , -4.003417387218688E-002 , -1.318997391304242E-002 , -2.498600128827629E-002 , -2.495061186107819E-002 , -3.043275030434889E-002 , -2.624653313592821E-002 , -2.447259220895584E-002 , -2.580039449643123E-002 , -2.684201262925208E-002
5.80000000000000      , -3.971987985149685E-002 , -1.288393601310333E-002 , -2.468283117463255E-002 , -2.465850625903887E-002 , -3.013299466069874E-002 , -2.594777388039010E-002 , -2.416628314142243E-002 , -2.550283649040133E-002 , -2.653493705752338E-002
5.90000000000000      , -3.941164050928740E-002 , -1.258330644849613E-002 , -2.438496053818013E-002 , -2.437213157208012E-002 , -2.983896453442555E-002 , -2.565490346589843E-002 , -2.386544487664725E-002 , -2.521116285855360E-002 , -2.623402029329136E-002
6.00000000000000      , -3.910908325196435E-002 , -1.228811776052956E-002 , -2.409214660614058E-002 , -2.409150880610585E-002 , -2.955040176120495E-002 , -2.536765627842957E-002 , -2.356982711567856E-002 , -2.492511054483653E-002 , -2.593898753002835E-002
6.10000000000000      , -3.881411558893834E-002 , -1.200030728855711E-002 , -2.380633117376934E-002 , -2.381831045408993E-002 , -2.926917015273004E-002 , -2.508798389758917E-002 , -2.328123991786746E-002 , -2.464647742792233E-002 , -2.565162532576402E-002
6.20000000000000      , -3.852408315206039E-002 , -1.171650392622140E-002 , -2.352460058929661E-002 , -2.354969907891945E-002 , -2.899252651588926E-002 , -2.481298344563648E-002 , -2.299708511992443E-002 , -2.437265366946723E-002 , -2.536931327208219E-002
6.30000000000000      , -3.824126241203640E-002 , -1.143947212223268E-002 , -2.324946144470891E-002 , -2.328814051977898E-002 , -2.872284498125602E-002 , -2.454508196445415E-002 , -2.271966018612506E-002 , -2.410592515340798E-002 , -2.509432734373342E-002
6.40000000000000      , -3.796448873449305E-002 , -1.116802279985500E-002 , -2.297976407354263E-002 , -2.303243645370055E-002 , -2.845896332476056E-002 , -2.428311106788395E-002 , -2.244780700904632E-002 , -2.384512345832737E-002 , -2.482548933392656E-002
6.50000000000000      , -3.769219812170529E-002 , -1.090061225773445E-002 , -2.271396613851885E-002 , -2.278103441858737E-002 , -2.819932725809679E-002 , -2.402551058455996E-002 , -2.217997640457699E-002 , -2.358868841381582E-002 , -2.456123027566092E-002
6.60000000000000      , -3.742553807694732E-002 , -1.063878931907543E-002 , -2.245331205328679E-002 , -2.253525819268575E-002 , -2.794513440975249E-002 , -2.377357228049471E-002 , -2.191732957039927E-002 , -2.333777106703231E-002 , -2.430269272810511E-002
6.70000000000000      , -3.716492318413980E-002 , -1.038220513001086E-002 , -2.219801452490699E-002 , -2.229521539148462E-002 , -2.769670666930526E-002 , -2.352744465545491E-002 , -2.166029742292975E-002 , -2.309279254363581E-002 , -2.405028969535489E-002
6.80000000000000      , -3.690893822492661E-002 , -1.012984293724942E-002 , -2.194681957884716E-002 , -2.205963510845506E-002 , -2.745269642070107E-002 , -2.328584426255702E-002 , -2.140747376721434E-002 , -2.285233727455191E-002 , -2.380259788046079E-002
6.90000000000000      , -3.665934802597892E-002 , -9.883459189488976E-003 , -2.170150475514611E-002 , -2.183026669096358E-002 , -2.721487133150251E-002 , -2.305053386171065E-002 , -2.116063039753797E-002 , -2.261816792332889E-002 , -2.356137270292576E-002
7.00000000000000      , -3.641278231575958E-002 , -9.639757272091230E-003 , -2.145873238586295E-002 , -2.160380677908900E-002 , -2.697988431148313E-002 , -2.281816166818020E-002 , -2.091642479386074E-002 , -2.238693296162105E-002 , -2.332325581670092E-002
7.10000000000000      , -3.617111043349207E-002 , -9.400894322455463E-003 , -2.122044667772958E-002 , -2.138220671968140E-002 , -2.674963290964003E-002 , -2.259070678387013E-002 , -2.067671885528337E-002 , -2.216048578023678E-002 , -2.309009400894363E-002
7.20000000000000      , -3.593069290584582E-002 , -9.162149175556949E-003 , -2.098273298131604E-002 , -2.116116373574191E-002 , -2.652031026615541E-002 , -2.236421215528911E-002 , -2.043780766192124E-002 , -2.193511350461837E-002 , -2.285816808324365E-002
7.30000000000000      , -3.569784163687153E-002 , -8.931464924073379E-003 , -2.075231243034610E-002 , -2.094839074597226E-002 , -2.629855160017027E-002 , -2.214536953756767E-002 , -2.020627126313311E-002 , -2.171738795201891E-002 , -2.263404398131406E-002
7.40000000000000      , -3.547135123249106E-002 , -8.706361842325894E-003 , -2.052772921756684E-002 , -2.074140250996664E-002 , -2.608289324116139E-002 , -2.193271131347059E-002 , -1.998065121620494E-002 , -2.150584307416527E-002 , -2.241625006832930E-002
7.50000000000000      , -3.524468543188822E-002 , -8.480741959464293E-003 , -2.030254902363389E-002 , -2.053409580793967E-002 , -2.586689334743509E-002 , -2.171979186256383E-002 , -1.975450897898905E-002 , -2.129403283642916E-002 , -2.219833488236752E-002
7.60000000000000      , -3.502130147868712E-002 , -8.258389736765716E-003 , -2.008034899796080E-002 , -2.033005442980763E-002 , -2.565406158755517E-002 , -2.151017738124112E-002 , -1.953131034116531E-002 , -2.108541589667836E-002 , -2.198375198949350E-002
7.70000000000000      , -3.479748478266018E-002 , -8.033884239648228E-003 , -1.985683210109355E-002 , -2.012426492041464E-002 , -2.544024804585272E-002 , -2.129961538507563E-002 , -1.930700460590240E-002 , -2.087593473910545E-002 , -2.176843894013334E-002
7.80000000000000      , -3.459088936777085E-002 , -7.828419340365027E-003 , -1.965081467959953E-002 , -1.993770061176217E-002 , -2.524416952403220E-002 , -2.110685891106233E-002 , -1.910029173723959E-002 , -2.068428251535560E-002 , -2.157108423664167E-002
7.90000000000000      , -3.438336707179251E-002 , -7.620633400201416E-003 , -1.944316020665095E-002 , -1.974899554958724E-002 , -2.504668316601073E-002 , -2.091276190223617E-002 , -1.889199049100488E-002 , -2.049127145032828E-002 , -2.137249575517540E-002
8.00000000000000      , -3.417512812006333E-002 , -7.411845512811883E-003 , -1.923442919337641E-002 , -1.955946471177065E-002 , -2.484834341571599E-002 , -2.071787573903010E-002 , -1.868267216317481E-002 , -2.029746675171238E-002 , -2.117323436837199E-002
8.10000000000000      , -3.397395070393643E-002 , -7.209808135022581E-003 , -1.903240310840843E-002 , -1.937685663384761E-002 , -2.465692592522854E-002 , -2.052997313129844E-002 , -1.848011573838832E-002 , -2.011064125285390E-002 , -2.098106889753160E-002
8.20000000000000      , -3.377335860947538E-002 , -7.008059944094578E-003 , -1.883061730592700E-002 , -1.919470625563046E-002 , -2.446596047050257E-002 , -2.034258103055517E-002 , -1.827785398283166E-002 , -1.992432179670372E-002 , -2.078952238999647E-002
8.30000000000000      , -3.357998711046419E-002 , -6.813530409196582E-003 , -1.863579439015820E-002 , -1.901977309810229E-002 , -2.428212395556351E-002 , -2.016243555398255E-002 , -1.808253071693303E-002 , -1.974514660183653E-002 , -2.060522934332919E-002
8.40000000000000      , -3.338671148969489E-002 , -6.618513472299186E-003 , -1.844062172734648E-002 , -1.884469783951925E-002 , -2.409820710444760E-002 , -1.998221859542399E-002 , -1.788702392077034E-002 , -1.956598834076780E-002 , -2.042105879469638E-002
8.50000000000000      , -3.319241359317023E-002 , -6.422207245405783E-003 , -1.824411140280125E-002 , -1.866849202579686E-002 , -2.391314952617640E-002 , -1.980091202789445E-002 , -1.769022791043810E-002 , -1.938573590109548E-002 , -2.023589635840491E-002
8.60000000000000      , -3.300612910447343E-002 , -6.233594397856646E-003 , -1.805529312059021E-002 , -1.850013523805970E-002 , -2.373597618894207E-002 , -1.962753841513782E-002 , -1.750117038064616E-002 , -1.921341190235344E-002 , -2.005876140619473E-002
8.70000000000000      , -3.282439730864097E-002 , -6.049351090739812E-003 , -1.787074595257082E-002 , -1.833630069313598E-002 , -2.356326161673813E-002 , -1.945866997069914E-002 , -1.731642815284182E-002 , -1.904558820504144E-002 , -1.988622272380056E-002
8.80000000000000      , -3.263893596535217E-002 , -5.861070030066821E-003 , -1.768216405636677E-002 , -1.816857829031810E-002 , -2.338669559897350E-002 , -1.928599426256504E-002 , -1.712769384050646E-002 , -1.887395274919694E-002 , -1.970996522703482E-002
8.90000000000000      , -3.245721162255544E-002 , -5.676264788842433E-003 , -1.749703176010959E-002 , -1.800447892707361E-002 , -2.321375826724105E-002 , -1.911698928688542E-002 , -1.694244994302055E-002 , -1.870598341724531E-002 , -1.953746396676830E-002
9.00000000000000      , -3.228683669590585E-002 , -5.502802261090474E-003 , -1.732305022802395E-002 , -1.785171272049857E-002 , -2.305210046578762E-002 , -1.895935188740955E-002 , -1.676831314820472E-002 , -1.854929239761033E-002 , -1.937632843425970E-002
9.10000000000000      , -3.210696378897478E-002 , -5.319333370902113E-003 , -1.713918329111763E-002 , -1.768925058412112E-002 , -2.288079712922454E-002 , -1.879207306283255E-002 , -1.658444396926942E-002 , -1.838303581520026E-002 , -1.920571218510620E-002
9.20000000000000      , -3.194135165791911E-002 , -5.149881028545731E-003 , -1.696931011238816E-002 , -1.754094523235358E-002 , -2.272365545026597E-002 , -1.863899236091477E-002 , -1.641460525736721E-002 , -1.823097257356598E-002 , -1.904937152019706E-002
9.30000000000000      , -3.176912266956066E-002 , -4.973523820039927E-003 , -1.679254318025650E-002 , -1.738587304461267E-002 , -2.255978433369588E-002 , -1.847921685829964E-002 , -1.623790829657891E-002 , -1.807220975939791E-002 , -1.888641119076529E-002
9.40000000000000      , -3.160000986518501E-002 , -4.800116724383229E-003 , -1.661866565108248E-002 , -1.723388689843625E-002 , -2.239896349031515E-002 , -1.832252450689642E-002 , -1.606413481843573E-002 , -1.791652531061635E-002 , -1.872660679389222E-002
9.50000000000000      , -3.144302704045102E-002 , -4.638563861505816E-003 , -1.645665409797950E-002 , -1.709388891340552E-002 , -2.225016618019100E-002 , -1.817788687350552E-002 , -1.590226011253214E-002 , -1.777289079388860E-002 , -1.857892765083823E-002
9.60000000000000      , -3.127580046088921E-002 , -4.466535155651040E-003 , -1.628415569932045E-002 , -1.694354711009970E-002 , -2.209103639565908E-002 , -1.802294632081764E-002 , -1.572993028702535E-002 , -1.761894859986135E-002 , -1.842101408108189E-002
9.70000000000000      , -3.111576556215145E-002 , -4.301267199285645E-003 , -1.611855533191450E-002 , -1.680009627046268E-002 , -2.193895594949685E-002 , -1.787508309224316E-002 , -1.556452687470634E-002 , -1.747207675294039E-002 , -1.827024205134552E-002
9.80000000000000      , -3.095974957199149E-002 , -4.140182440968241E-003 , -1.595684922571506E-002 , -1.666095712113365E-002 , -2.179091812456672E-002 , -1.773128896098945E-002 , -1.540305145352515E-002 , -1.732927353124012E-002 , -1.812360780917157E-002
9.90000000000000      , -3.080280578173304E-002 , -3.977964327259699E-003 , -1.579399228431411E-002 , -1.652068073131562E-002 , -2.164184257278372E-002 , -1.758652950249192E-002 , -1.524039069218490E-002 , -1.718542222163182E-002 , -1.797599282148989E-002
10.0000000000000      , -3.065156448828153E-002 , -3.821007727824880E-003 , -1.563652898499385E-002 , -1.638593323528417E-002 , -2.149835405630489E-002 , -1.744734479335442E-002 , -1.508323815849342E-002 , -1.704721333367772E-002 , -1.783408570401475E-002
